image_id,true_label,pred_label,correct,confidence,entropy
1041,5,5,True,1.0,1.622244276845014e-15
1042,5,5,True,0.7390382885932922,0.964243471622467
1043,2,7,False,0.9998618364334106,0.0015004380838945508
1044,8,8,True,1.0,7.168988735983817e-10
1045,5,5,True,0.9999998807907104,1.864069190560258e-06
1046,2,2,True,1.0,3.1515187970398983e-07
1047,1,1,True,0.9925304055213928,0.044032201170921326
1048,1,1,True,1.0,6.273692179092905e-07
1049,4,1,False,0.9783990979194641,0.10420583188533783
1050,3,3,True,0.7557321786880493,0.6852704286575317
1051,2,0,False,0.9969301819801331,0.021831031888723373
1052,0,0,True,1.0,4.559961439554172e-07
1053,3,3,True,0.998847246170044,0.008953586220741272
1054,1,1,True,1.0,2.1013094908539642e-07
1055,5,5,True,1.0,1.6172892358667923e-08
1056,3,3,True,0.9791885018348694,0.12106084823608398
1057,7,7,True,0.9740878939628601,0.13953951001167297
1058,6,6,True,0.9710139632225037,0.14143487811088562
1059,8,8,True,1.0,1.6447650533213398e-13
1060,9,9,True,1.0,6.444798579356703e-13
1061,1,1,True,0.999991774559021,0.00010669416951714084
1062,6,6,True,0.9999754428863525,0.0003089765377808362
1063,4,4,True,0.9817590713500977,0.09245041757822037
1064,9,9,True,0.9985235333442688,0.012125630863010883
1065,3,3,True,0.9635306596755981,0.1579703688621521
1066,9,9,True,0.9999852180480957,0.00018061826995108277
1067,0,0,True,1.0,6.579516931282114e-10
1068,9,9,True,1.0,1.5378945761312934e-07
1069,6,6,True,0.999996542930603,4.797575093107298e-05
1070,3,3,True,1.0,1.1191730875381722e-09
1071,6,6,True,1.0,5.853375865738164e-15
1072,0,8,False,0.9997879862785339,0.0020225117914378643
1073,7,7,True,0.9995597004890442,0.003973156679421663
1074,3,3,True,0.8961060047149658,0.36554276943206787
1075,8,8,True,0.9997411370277405,0.0024124733172357082
1076,0,0,True,1.0,2.8134474305829826e-08
1077,0,0,True,1.0,6.931430984735698e-10
1078,0,0,True,0.9999619722366333,0.00044651408097706735
1079,6,6,True,1.0,4.223013952420196e-11
1080,6,6,True,0.9976322650909424,0.018160345032811165
1081,6,6,True,1.0,2.2942053590213618e-08
1082,9,9,True,0.9968565702438354,0.021624907851219177
1083,2,2,True,1.0,5.217894383235944e-08
1084,5,5,True,1.0,7.238409125420731e-07
1085,4,4,True,0.9999966621398926,4.830161924473941e-05
1086,4,4,True,0.9945768117904663,0.03405926004052162
1087,6,6,True,0.9999998807907104,1.3992566891829483e-06
1088,3,3,True,0.968285322189331,0.14072418212890625
1089,6,6,True,0.9999809265136719,0.00023004325339570642
1090,0,8,False,0.9886393547058105,0.06219431385397911
1091,8,8,True,0.9999867677688599,0.00017373767332173884
1092,6,6,True,0.9999970197677612,4.1968454752350226e-05
1093,0,0,True,0.9999933242797852,9.179316839436069e-05
1094,6,6,True,0.6803500652313232,0.7860785126686096
1095,2,2,True,0.8285375237464905,0.45984068512916565
1096,7,7,True,0.9999921321868896,0.00010138334619114175
1097,5,5,True,1.0,1.0245764740096641e-14
1098,1,1,True,1.0,1.0459776831339695e-06
1099,2,2,True,1.0,1.1912397609135927e-13
1100,7,7,True,0.9996885061264038,0.0031237148214131594
1101,8,8,True,1.0,4.815337319996615e-07
1102,8,8,True,1.0,2.9102139365022595e-08
1103,0,0,True,0.9999624490737915,0.00043246112181805074
1104,9,9,True,0.9975531697273254,0.01717638596892357
1105,4,2,False,0.6802558302879333,0.7386457324028015
1106,9,9,True,0.9999998807907104,2.153675723093329e-06
1107,7,1,False,0.7492495179176331,0.5673098564147949
1108,2,2,True,1.0,3.206306189440511e-07
1109,0,0,True,0.9997993111610413,0.0019096076721325517
1110,2,2,True,1.0,3.3118229296122403e-13
1111,8,8,True,0.9999998807907104,1.9324936602060916e-06
1112,3,3,True,0.9999425411224365,0.0006604873924516141
1113,8,8,True,1.0,9.940601586322373e-08
1114,9,9,True,0.9997274279594421,0.0025099630001932383
1115,1,1,True,1.0,3.967197403920153e-11
1116,5,5,True,0.9999904632568359,0.00012097382568754256
1117,5,5,True,1.0,2.3983764663171314e-07
1118,4,7,False,0.8740784525871277,0.3790058493614197
1119,7,7,True,1.0,4.508569872996304e-08
1120,5,5,True,0.7975308299064636,0.5480450391769409
1121,3,3,True,0.992500364780426,0.04556794464588165
1122,8,8,True,1.0,9.861219041340519e-07
1123,3,3,True,0.9998852014541626,0.0011569575872272253
1124,3,3,True,0.9999943971633911,7.890782580943778e-05
1125,6,6,True,0.9999998807907104,2.828391188813839e-06
1126,2,2,True,0.9883548021316528,0.06472083926200867
1127,8,8,True,1.0,1.421918225524843e-11
1128,4,5,False,0.9557189345359802,0.18131870031356812
1129,3,3,True,0.6519519686698914,0.7286537289619446
1130,7,7,True,0.9999539852142334,0.0005384424002841115
1131,1,9,False,0.9999574422836304,0.00047149727470241487
1132,2,2,True,0.9861928820610046,0.07994987070560455
1133,4,4,True,0.9999275207519531,0.0007709705387242138
1134,1,1,True,0.9988547563552856,0.008920175023376942
1135,6,6,True,1.0,8.354444247515858e-08
1136,9,9,True,0.9999991655349731,1.2345140930847265e-05
1137,0,8,False,0.8195571899414062,0.7434676885604858
1138,5,9,False,0.9851726293563843,0.08694016933441162
1139,8,8,True,1.0,1.2993182281206828e-06
1140,6,6,True,1.0,1.4701974748732027e-07
1141,1,1,True,1.0,7.139899782515613e-10
1142,8,8,True,1.0,4.323404967365718e-10
1143,6,6,True,1.0,8.554262159732318e-11
1144,1,1,True,1.0,8.649846789353377e-13
1145,4,3,False,0.987004816532135,0.07844782620668411
1146,2,2,True,0.9999995231628418,7.345446647377685e-06
1147,6,6,True,0.9194612503051758,0.33251872658729553
1148,2,2,True,1.0,3.9573073008607185e-13
1149,7,7,True,0.9985193610191345,0.011134376749396324
1150,2,4,False,0.9805986881256104,0.09878161549568176
1151,2,6,False,0.9937120676040649,0.039824873208999634
1152,0,0,True,1.0,2.255788221147692e-12
1153,8,8,True,0.9999959468841553,5.602272358373739e-05
1154,6,6,True,0.9999927282333374,9.591576235834509e-05
1155,9,9,True,0.9999969005584717,4.230704507790506e-05
1156,1,1,True,0.9988797307014465,0.008740072138607502
1157,7,7,True,0.9910315275192261,0.0609152689576149
1158,1,1,True,1.0,1.3728224286524426e-12
1159,8,8,True,0.9999998807907104,1.5808843727427302e-06
1160,8,8,True,1.0,1.0135375178021988e-10
1161,0,0,True,0.9997192025184631,0.002738789888098836
1162,7,7,True,1.0,7.55834776100528e-07
1163,3,5,False,0.9999994039535522,9.542423867969774e-06
1164,8,8,True,1.0,9.006588252979952e-10
1165,0,0,True,0.9647160172462463,0.17332307994365692
1166,3,5,False,0.5383937954902649,0.6976661682128906
1167,4,4,True,0.48199936747550964,1.0453670024871826
1168,3,3,True,0.9999916553497314,0.0001065568721969612
1169,7,7,True,1.0,2.9589182304334827e-07
1170,7,7,True,1.0,1.9007387663805275e-08
1171,9,9,True,1.0,2.604627277746907e-11
1172,2,7,False,0.9952788352966309,0.03589522838592529
1173,3,3,True,1.0,6.5507692603716805e-09
1174,1,1,True,1.0,4.490376186795696e-15
1175,9,9,True,1.0,2.9986000349424557e-09
1176,1,1,True,1.0,5.1389539731895237e-14
1177,9,1,False,0.9788216352462769,0.10259025543928146
1178,6,2,False,0.6372949481010437,0.6954078674316406
1179,3,3,True,0.9999997615814209,4.7154953790595755e-06
1180,3,3,True,0.9997875094413757,0.002009250922128558
1181,3,3,True,0.9067714810371399,0.3675117790699005
1182,1,1,True,1.0,1.1294342461102688e-21
1183,0,0,True,1.0,4.909375093120616e-07
1184,6,6,True,0.999956488609314,0.00048230611719191074
1185,1,1,True,0.9946082830429077,0.03370833396911621
1186,4,4,True,0.9999896287918091,0.00013533765741158277
1187,1,1,True,1.0,5.764888239562639e-16
1188,0,0,True,0.9683479070663452,0.15294159948825836
1189,0,0,True,1.0,1.1112504125776468e-06
1190,1,1,True,1.0,9.940552547771375e-11
1191,1,1,True,0.6276881694793701,0.7486196756362915
1192,6,3,False,0.7926212549209595,0.5460079908370972
1193,5,2,False,0.6774893999099731,0.6418260335922241
1194,4,4,True,1.0,4.910209838726587e-08
1195,6,6,True,0.9998515844345093,0.0014588544145226479
1196,2,2,True,1.0,9.853453164510029e-09
1197,0,0,True,1.0,5.40289818218298e-07
1198,7,7,True,0.9999853372573853,0.00018162561173085123
1199,9,9,True,0.9439858794212341,0.26110926270484924
1200,8,8,True,0.9999998807907104,2.3692830382060492e-06
1201,7,5,False,0.9891017079353333,0.06012339144945145
1202,2,2,True,1.0,2.8676199193000684e-08
1203,0,8,False,0.9928562641143799,0.04242369905114174
1204,6,6,True,1.0,3.6779137513320848e-09
1205,8,0,False,0.9749091863632202,0.1332482248544693
1206,1,1,True,1.0,1.0017406825921227e-12
1207,4,4,True,0.9957915544509888,0.03001696616411209
1208,3,3,True,0.9847621917724609,0.08187573403120041
1209,7,7,True,1.0,1.8540873725214624e-07
1210,0,0,True,0.9777705073356628,0.10836080461740494
1211,6,6,True,0.9999998807907104,1.54006431785092e-06
1212,1,1,True,0.99997878074646,0.00025289435870945454
1213,8,8,True,1.0,4.590754443256628e-08
1214,5,5,True,1.0,1.931087112438945e-08
1215,7,7,True,1.0,1.7213270098181965e-07
1216,8,8,True,0.9999387264251709,0.0006560363108292222
1217,4,5,False,0.9241533279418945,0.2704302966594696
1218,8,8,True,0.9999998807907104,1.1878126997544314e-06
1219,3,3,True,0.9999881982803345,0.00014713741256855428
1220,9,9,True,0.9070731401443481,0.31569087505340576
1221,9,9,True,0.9969209432601929,0.020894380286335945
1222,9,9,True,0.8890487551689148,0.34850287437438965
1223,8,8,True,1.0,1.6937299340824552e-09
1224,7,7,True,0.7239206433296204,0.791068434715271
1225,6,6,True,0.9999927282333374,9.576562297297642e-05
1226,6,6,True,0.9999957084655762,5.886219514650293e-05
1227,3,5,False,0.9409574270248413,0.22432997822761536
1228,5,5,True,0.9089158773422241,0.33528685569763184
1229,1,1,True,1.0,8.113184603308898e-13
1230,5,3,False,0.9999337196350098,0.0007063999073579907
1231,9,9,True,0.9999974966049194,3.631717845564708e-05
1232,1,1,True,1.0,1.2714672036204722e-19
1233,4,4,True,0.9999971389770508,3.984415889135562e-05
1234,1,1,True,1.0,1.667046234388181e-07
1235,5,5,True,1.0,1.2657596082377154e-09
1236,7,7,True,0.9488822817802429,0.2142229974269867
1237,0,0,True,0.9839462041854858,0.08554376661777496
1238,1,1,True,0.9999998807907104,2.8506669877970126e-06
1239,5,5,True,0.9991809725761414,0.006640340201556683
1240,2,2,True,0.9999991655349731,1.3295492863107938e-05
1241,0,0,True,0.8491190671920776,0.424243688583374
1242,8,8,True,0.8041817545890808,0.603244960308075
1243,8,8,True,1.0,5.950340480759264e-12
1244,5,5,True,0.7130404710769653,0.6656119227409363
1245,6,6,True,1.0,6.178538569656666e-07
1246,7,5,False,0.9813000559806824,0.09297763556241989
1247,3,5,False,0.6259021162986755,0.8041691184043884
1248,2,4,False,0.6495595574378967,0.8910629749298096
1249,4,4,True,0.9999998807907104,2.5783485853025923e-06
1250,7,7,True,0.9997636675834656,0.0022132741287350655
1251,2,2,True,0.6163444519042969,1.002816081047058
1252,5,5,True,1.0,1.1540890021422001e-08
1253,8,8,True,1.0,4.921826146642161e-08
1254,2,2,True,1.0,2.1991481986144423e-12
1255,4,4,True,1.0,1.564562097655653e-07
1256,9,9,True,0.9995781779289246,0.0037100266199558973
1257,2,2,True,1.0,1.2738255783517616e-08
1258,1,1,True,0.9999998807907104,1.8170435396314133e-06
1259,8,8,True,1.0,1.8696454162636655e-07
1260,1,1,True,1.0,4.0764080999622365e-10
1261,9,9,True,0.9705448150634766,0.1666201651096344
1262,8,8,True,1.0,3.139854953815302e-08
1263,8,0,False,0.7818459272384644,0.5969885587692261
1264,8,8,True,1.0,1.3920459229765925e-09
1265,9,9,True,0.8915787935256958,0.34320205450057983
1266,0,0,True,0.9999852180480957,0.00018033057858701795
1267,4,4,True,0.9998331069946289,0.0016336515545845032
1268,3,3,True,0.9978386759757996,0.01569521613419056
1269,3,3,True,0.99993896484375,0.0006530815153382719
1270,1,1,True,1.0,2.140893121420004e-13
1271,8,8,True,1.0,9.349100269992472e-13
1272,4,4,True,0.9978991746902466,0.01590198092162609
1273,6,6,True,0.9999998807907104,1.5345279962275526e-06
1274,3,3,True,1.0,8.251936911563007e-09
1275,3,3,True,0.5591493844985962,0.6870465874671936
1276,5,5,True,0.9933092594146729,0.04031641408801079
1277,2,2,True,0.9999005794525146,0.0010549703147262335
1278,2,2,True,0.9999127388000488,0.0009032113594003022
1279,8,8,True,0.9999995231628418,7.339433068409562e-06
1280,3,5,False,0.9996397495269775,0.003227227833122015
1281,8,8,True,0.9999823570251465,0.0002119859418598935
1282,9,9,True,0.9999922513961792,0.0001064067255356349
1283,5,5,True,1.0,6.55498702192836e-12
1284,8,8,True,0.9990832805633545,0.008010040037333965
1285,9,9,True,0.9081333875656128,0.39915451407432556
1286,8,8,True,0.999984860420227,0.00018748195725493133
1287,9,9,True,1.0,1.0646797221625093e-07
1288,1,1,True,1.0,4.449496055890928e-13
1289,6,6,True,0.9999998807907104,1.3909516383137088e-06
1290,5,5,True,1.0,9.8946639770503e-10
1291,9,9,True,0.9999997615814209,4.492134394240566e-06
1292,4,4,True,0.7569522261619568,0.5766288638114929
1293,4,4,True,0.9999996423721313,6.395892796717817e-06
1294,8,8,True,0.998783528804779,0.009599857963621616
1295,0,0,True,1.0,9.91313640952285e-07
1296,7,4,False,0.43207067251205444,1.067084550857544
1297,2,2,True,0.9946174025535583,0.0339224599301815
1298,9,9,True,1.0,2.012169764142868e-09
1299,7,0,False,0.9874000549316406,0.06824501603841782
1300,4,4,True,0.9984586238861084,0.012366215698421001
1301,1,1,True,1.0,1.4908599376052155e-15
1302,6,6,True,0.9999960660934448,5.62590139452368e-05
1303,4,4,True,0.7185747027397156,0.8863541483879089
1304,4,8,False,0.7306632995605469,0.6030192375183105
1305,9,9,True,0.9999780654907227,0.0002573301608208567
1306,1,1,True,0.894489049911499,0.38759827613830566
1307,2,2,True,0.9999821186065674,0.0002161104348488152
1308,5,5,True,0.9954656958580017,0.029278893023729324
1309,6,6,True,0.9999979734420776,2.9286102289916016e-05
1310,0,0,True,0.9989587068557739,0.008212515152990818
1311,8,8,True,1.0,3.7609197534038685e-08
1312,6,6,True,0.9998883008956909,0.0011643660254776478
1313,1,1,True,1.0,1.7246450586276576e-25
1314,9,9,True,1.0,1.5836018008030806e-07
1315,4,4,True,0.9999997615814209,3.3010840070346603e-06
1316,5,5,True,1.0,2.305636150751189e-12
1317,9,9,True,1.0,1.433478410571478e-14
1318,5,3,False,0.534086287021637,0.6908265948295593
1319,0,0,True,0.9999954700469971,6.424613820854574e-05
1320,7,7,True,1.0,2.872632132167041e-09
1321,2,2,True,0.5886243581771851,0.6976420283317566
1322,0,0,True,0.99988853931427,0.0011410063598304987
1323,0,0,True,0.9997051358222961,0.0027764856349676847
1324,4,4,True,0.9999915361404419,0.00011168503988301381
1325,2,4,False,0.9999055862426758,0.0009999501053243876
1326,6,6,True,0.9865320324897766,0.07580118626356125
1327,6,6,True,1.0,1.1535743738022575e-07
1328,5,5,True,0.9978263974189758,0.015553899109363556
1329,5,5,True,0.9999853372573853,0.0001813077396946028
1330,2,2,True,0.9912721514701843,0.05676349997520447
1331,8,8,True,0.9997151494026184,0.002749106613919139
1332,1,1,True,1.0,1.1449249086581403e-06
1333,7,6,False,0.7433657050132751,0.7920482754707336
1334,3,2,False,0.9999070167541504,0.0009953409899026155
1335,1,1,True,1.0,2.6620217141726243e-09
1336,4,5,False,0.6543857455253601,0.6459113359451294
1337,5,5,True,1.0,5.046811926701089e-11
1338,6,6,True,1.0,2.910970309244476e-08
1339,5,3,False,0.7011731863021851,0.6103926301002502
1340,1,1,True,1.0,1.3192628101066362e-09
1341,4,4,True,0.9999624490737915,0.00043961589108221233
1342,7,7,True,0.7789413332939148,0.6559199094772339
1343,0,0,True,1.0,6.082029813114787e-08
1344,9,9,True,0.9989099502563477,0.008527159690856934
1345,4,4,True,0.9999914169311523,0.00011915415234398097
1346,3,3,True,0.40337637066841125,1.2046194076538086
1347,8,8,True,1.0,1.5190373264806212e-11
1348,2,2,True,0.9924565553665161,0.05253077670931816
1349,8,8,True,1.0,7.1819385993876494e-09
1350,4,4,True,0.9998962879180908,0.001124063041061163
1351,7,7,True,1.0,5.607627713288821e-07
1352,2,2,True,1.0,3.443851070983328e-08
1353,3,3,True,0.910489559173584,0.3393014371395111
1354,1,1,True,1.0,4.3848854668765425e-13
1355,5,3,False,0.7410025000572205,0.7710596919059753
1356,2,2,True,0.9995236396789551,0.004406956024467945
1357,9,9,True,1.0,1.0112733761502568e-08
1358,8,8,True,1.0,1.0610722966930553e-08
1359,9,9,True,1.0,1.728385073951344e-10
1360,7,7,True,0.9841916561126709,0.0822146087884903
1361,9,9,True,1.0,7.177595762186684e-08
1362,5,5,True,1.0,1.830422978893272e-16
1363,1,1,True,1.0,2.1345665306930078e-13
1364,4,4,True,0.9715596437454224,0.13108879327774048
1365,0,0,True,0.9999963045120239,5.019452146370895e-05
1366,8,8,True,1.0,2.516979897074223e-12
1367,2,2,True,1.0,4.21054580090896e-11
1368,3,3,True,0.9999994039535522,1.207780405820813e-05
1369,8,8,True,1.0,1.730041176983832e-08
1370,9,9,True,0.9994045495986938,0.005017449147999287
1371,1,1,True,1.0,6.735177415784221e-10
1372,1,1,True,0.9996077418327332,0.0034705179277807474
1373,3,3,True,0.6408395767211914,0.6529335975646973
1374,2,2,True,0.9999996423721313,5.041220447310479e-06
1375,4,4,True,1.0,3.1470115402498777e-10
1376,9,9,True,0.9989847540855408,0.008012187667191029
1377,3,3,True,0.6338198781013489,0.6569545865058899
1378,1,1,True,1.0,1.0251087203969612e-16
1379,7,7,True,1.0,5.458237524180731e-07
1380,4,4,True,0.9998641014099121,0.0014795466559007764
1381,6,6,True,0.9999804496765137,0.0002545539755374193
1382,2,2,True,0.999997615814209,3.3235792216146365e-05
1383,8,8,True,0.9998063445091248,0.0020335554145276546
1384,9,9,True,1.0,8.921956577978563e-07
1385,5,5,True,0.9999994039535522,8.99119368114043e-06
1386,3,3,True,0.9999998807907104,1.2759785477101104e-06
1387,9,9,True,1.0,6.191446288994484e-08
1388,5,5,True,0.9999998807907104,2.5268641365983058e-06
1389,5,5,True,0.9999967813491821,4.358095975476317e-05
1390,6,6,True,1.0,4.119497987176146e-08
1391,7,2,False,0.8243876099586487,0.4654662311077118
1392,2,2,True,0.9998899698257446,0.0011128498008474708
1393,4,3,False,0.9845739006996155,0.09267808496952057
1394,6,3,False,0.9153730869293213,0.3533661365509033
1395,3,3,True,0.9999991655349731,1.2712582247331738e-05
1396,1,1,True,1.0,1.5393872843105783e-09
1397,0,0,True,0.9004055261611938,0.3242265284061432
1398,7,7,True,0.5563340783119202,0.7038462162017822
1399,2,2,True,0.9999992847442627,1.0827194273588248e-05
1400,5,5,True,1.0,5.881615834368858e-07
1401,4,4,True,1.0,1.1181549552929937e-06
1402,7,7,True,0.999649167060852,0.003160411026328802
1403,6,6,True,0.9676824808120728,0.14285720884799957
1404,1,1,True,1.0,1.2731475758625405e-13
1405,1,1,True,1.0,9.094614839000315e-09
1406,9,9,True,1.0,2.425876033385066e-08
1407,8,8,True,0.9999514818191528,0.0005704154609702528
1408,1,1,True,0.5624879598617554,0.6853174567222595
1409,0,0,True,1.0,4.808857738680672e-07
1410,1,1,True,1.0,9.50352210121741e-12
1411,3,3,True,0.9999982118606567,2.6508972950978205e-05
1412,1,1,True,1.0,8.543164548187321e-13
1413,1,1,True,1.0,2.0330282867343091e-13
1414,1,1,True,1.0,3.854249364110274e-09
1415,7,7,True,1.0,3.7947232023327615e-09
1416,3,3,True,0.9992784857749939,0.006488887593150139
1417,9,9,True,0.9999986886978149,1.9768805941566825e-05
1418,6,6,True,0.9992056488990784,0.006464515347033739
1419,8,8,True,1.0,9.5710731396972e-16
1420,4,5,False,0.5179124474525452,0.9300285577774048
1421,6,6,True,1.0,3.1467765893022914e-11
1422,8,8,True,0.8879601359367371,0.40531277656555176
1423,4,4,True,1.0,4.007778997561218e-09
1424,9,9,True,1.0,9.906225839628746e-10
1425,4,4,True,0.9922582507133484,0.052597858011722565
1426,7,7,True,1.0,4.177506340852233e-09
1427,9,9,True,0.9999994039535522,1.0872267921513412e-05
1428,7,7,True,0.9999986886978149,1.9295755919301882e-05
1429,6,3,False,0.9025678038597107,0.3204151391983032
1430,8,8,True,0.9997212290763855,0.002566372975707054
1431,4,4,True,0.9982264637947083,0.014191735535860062
1432,9,9,True,1.0,2.7117635394147133e-12
1433,7,7,True,0.9987244009971619,0.01035568118095398
1434,0,0,True,0.9992778897285461,0.006544693373143673
1435,1,1,True,0.9999983310699463,2.328686969121918e-05
1436,6,6,True,0.9998132586479187,0.0017906802240759134
1437,1,1,True,1.0,5.309849004930811e-09
1438,5,5,True,0.9998928308486938,0.0012044644681736827
1439,9,1,False,0.9859505295753479,0.08064930886030197
1440,0,0,True,0.880928099155426,0.4380543828010559
1441,4,4,True,0.9999531507492065,0.0005452252808026969
1442,3,3,True,0.9792967438697815,0.10076975077390671
1443,4,4,True,0.9999276399612427,0.0007714390521869063
1444,1,1,True,0.9979121088981628,0.016072548925876617
1445,3,3,True,0.9320886731147766,0.24843329191207886
1446,0,0,True,0.9998284578323364,0.0016782240709289908
1447,8,8,True,1.0,1.0845349063259846e-09
1448,4,4,True,0.9998020529747009,0.002000977750867605
1449,6,6,True,1.0,1.9499118764088053e-08
1450,2,2,True,0.998887836933136,0.009632392786443233
1451,2,6,False,0.9841549396514893,0.08506639301776886
1452,6,6,True,1.0,1.3945126997594315e-10
1453,5,5,True,0.9664297103881836,0.16700981557369232
1454,3,8,False,0.7823365330696106,0.7110386490821838
1455,6,6,True,1.0,2.1843851727432195e-10
1456,2,5,False,0.5260607004165649,0.7517399787902832
1457,1,1,True,1.0,4.439745460160793e-09
1458,1,1,True,0.9999998807907104,1.6462960275021032e-06
1459,8,8,True,0.9999997615814209,3.295147507742513e-06
1460,6,6,True,1.0,1.062601882040326e-07
1461,0,0,True,0.9991762042045593,0.006699407007545233
1462,4,4,True,0.8745504021644592,0.44761621952056885
1463,0,0,True,0.9333189129829407,0.2912006974220276
1464,1,1,True,1.0,8.870675721750487e-11
1465,9,9,True,0.9994761347770691,0.004482266493141651
1466,7,7,True,0.9999990463256836,1.4761833881493658e-05
1467,1,1,True,1.0,3.224403144486132e-07
1468,3,3,True,1.0,5.910681579734955e-07
1469,7,5,False,0.756197452545166,0.6731606721878052
1470,7,5,False,0.9903630614280701,0.06090480834245682
1471,8,8,True,1.0,1.6560143478727696e-07
1472,7,7,True,0.999904990196228,0.0009766517905518413
1473,7,7,True,1.0,8.40079028563423e-09
1474,3,3,True,0.9729171991348267,0.12452301383018494
1475,9,9,True,1.0,6.776339933622921e-09
1476,7,7,True,1.0,8.5732432264507e-10
1477,7,7,True,0.9999382495880127,0.0006633475422859192
1478,7,7,True,0.9999361038208008,0.0007410242105834186
1479,2,0,False,0.813698410987854,0.6690218448638916
1480,1,1,True,0.8590247631072998,0.45900920033454895
1481,2,2,True,1.0,4.258692065661762e-09
1482,8,8,True,1.0,1.0233626426270348e-06
1483,6,6,True,1.0,1.725768508133163e-12
1484,4,4,True,0.9993919134140015,0.005249757319688797
1485,0,2,False,0.5567173957824707,0.7523413896560669
1486,7,7,True,1.0,2.7282482051305124e-07
1487,9,9,True,0.9999998807907104,2.7643620796879986e-06
1488,8,8,True,0.9999998807907104,1.785870267667633e-06
1489,6,6,True,0.9998301267623901,0.0016618561930954456
1490,8,8,True,1.0,4.90319207457901e-09
1491,4,3,False,0.6200916767120361,0.7155289053916931
1492,9,1,False,0.7649837136268616,0.5619874000549316
1493,1,1,True,1.0,4.850039303505582e-08
1494,7,2,False,0.6522766947746277,1.1321269273757935
1495,2,0,False,0.9482328295707703,0.20688286423683167
1496,2,2,True,0.8510786890983582,0.46424341201782227
1497,8,8,True,1.0,8.508484579871842e-14
1498,5,5,True,0.9999841451644897,0.00019137951312586665
1499,8,8,True,0.9999643564224243,0.0004291583609301597
1500,1,1,True,0.9999998807907104,1.1476157624201733e-06
1501,2,3,False,0.9686907529830933,0.14868777990341187
1502,2,2,True,0.9999997615814209,3.20100207318319e-06
1503,4,3,False,0.7604904770851135,0.5708171725273132
1504,1,1,True,0.9999974966049194,3.5008270060643554e-05
1505,2,2,True,0.9895142316818237,0.05828940495848656
1506,5,7,False,0.9999552965164185,0.0004971857415512204
1507,2,2,True,0.9973650574684143,0.019100865349173546
1508,8,8,True,0.999351441860199,0.005501437932252884
1509,1,1,True,0.9995895028114319,0.003615668974816799
1510,8,8,True,0.9986937642097473,0.012248622253537178
1511,1,1,True,1.0,3.801974013395437e-10
1512,8,8,True,1.0,9.830724678749903e-09
1513,6,6,True,0.9978542923927307,0.0162033773958683
1514,0,0,True,0.9999988079071045,1.8416323655401357e-05
1515,2,2,True,0.995823860168457,0.02705577202141285
1516,4,4,True,0.999909520149231,0.0009364158613607287
1517,1,1,True,1.0,8.372967270420858e-15
1518,3,3,True,0.9999979734420776,2.893747114285361e-05
1519,6,6,True,1.0,3.6830545013799565e-07
1520,7,7,True,0.999998927116394,1.612355117686093e-05
1521,7,4,False,0.8392118215560913,0.4409745931625366
1522,4,4,True,0.9612207412719727,0.1755385845899582
1523,4,4,True,0.9999991655349731,1.2272167623450514e-05
1524,3,3,True,1.0,1.2262801440954263e-08
1525,3,3,True,0.9957020878791809,0.027998030185699463
1526,4,4,True,0.9999837875366211,0.00019498066103551537
1527,5,5,True,0.9997280240058899,0.002690697554498911
1528,2,2,True,1.0,1.5204858483386374e-09
1529,4,6,False,0.5013653039932251,1.0569394826889038
1530,3,3,True,1.0,2.642394392182723e-08
1531,7,7,True,0.9994040727615356,0.005444811657071114
1532,8,8,True,1.0,1.5343593418037926e-07
1533,4,4,True,1.0,6.017305764771663e-08
1534,4,4,True,1.0,1.2060599047236664e-11
1535,4,4,True,0.9999914169311523,0.00011409728176658973
1536,5,3,False,0.9995587468147278,0.004117869306355715
1537,4,4,True,0.9999899864196777,0.0001268965716008097
1538,3,9,False,0.7740646004676819,0.7166896462440491
1539,2,2,True,1.0,1.2370848789799993e-10
1540,8,8,True,1.0,1.1175987424394407e-07
1541,4,4,True,0.9999998807907104,1.3164853953639977e-06
1542,5,5,True,0.9988791346549988,0.008734728209674358
1543,5,5,True,1.0,1.1263397332872405e-11
1544,4,4,True,0.9999998807907104,4.184703357168473e-06
1545,1,1,True,0.7851005792617798,0.5204017162322998
1546,4,4,True,1.0,9.225868780049495e-08
1547,2,2,True,0.8292770981788635,0.4570358097553253
1548,5,4,False,0.9983443021774292,0.012815660797059536
1549,1,1,True,0.9735523462295532,0.12216833233833313
1550,6,6,True,0.9999997615814209,3.395277644813177e-06
1551,4,4,True,0.9999997615814209,3.7890499697823543e-06
1552,3,3,True,0.9998295307159424,0.0017735534347593784
1553,4,4,True,0.9999523162841797,0.0005416708299890161
1554,4,4,True,0.8853338956832886,0.36036500334739685
1555,0,0,True,0.9926913380622864,0.04810061678290367
1556,8,8,True,0.9999996423721313,5.705532203137409e-06
1557,8,8,True,0.9997803568840027,0.0022067581303417683
1558,4,4,True,1.0,9.714163695662137e-09
1559,5,5,True,0.9947506785392761,0.03279837965965271
1560,7,7,True,0.9999750852584839,0.00029733122210018337
1561,5,5,True,0.9998003840446472,0.0020048764999955893
1562,6,6,True,1.0,8.983194632605773e-09
1563,9,9,True,1.0,8.666670853196834e-11
1564,1,1,True,1.0,3.1561515623224068e-09
1565,6,6,True,0.9999997615814209,3.6322680898592807e-06
1566,7,7,True,0.9983776807785034,0.012043002992868423
